LINE,BLUE_GY,TESTER
11231,139.6153915,209
11232,155.6603915,209
11233,162.9653915,209
11234,133.1303915,209
11235,148.2503915,209
11236,150.9303915,209
11237,147.3853915,209
11238,142.2453915,209
11239,158.1403915,209
11240,174.9653915,209
11241,157.4803915,209
11242,164.1153915,209
11243,181.1803915,209
11244,148.2503915,209
11245,164.9753915,209
11246,165.3253915,209
11247,152.8703915,209
11248,128.2453915,209
11249,156.8053915,209
11250,179.0703915,209
11251,146.6403915,209
11252,157.8203915,209
11253,156.8803915,209
11254,159.1703915,209
11255,159.2453915,209
11256,158.0103915,209
11257,133.1653915,209
11258,161.9953915,209
11259,169.7903915,209
11262,145.0039096,209
11263,174.5358603,209
11264,155.5640465,209
11265,161.1896325,209
11266,168.1251173,209
11267,146.2313407,209
11268,150.8604302,209
11269,158.5697879,209
11270,164.9447905,209
11271,165.4669446,209
11272,172.314471,209
11273,165.4494089,209
11274,173.0285448,209
11275,169.563,209
11276,173.2158937,209
11277,163.0333045,209
11278,152.8310314,209
11279,146.3684999,209
11280,175.7004481,209
11281,155.8084964,209
11282,145.8707221,209
11283,151.0970569,209
11284,158.6386688,209
11285,159.1225343,209
11286,165.9011597,209
11287,154.3547291,209
11288,155.870466,209
11289,174.5703915,209
11290,152.5803915,209
11291,159.5153915,209
11292,159.0355631,209
11293,171.8903915,209
11294,161.0001892,209
11295,166.3155043,209
11296,153.8279456,209
11297,155.1396085,209
11298,164.8353915,209
11299,177.0553915,209
11300,164.7415258,209
11301,175.2103915,209
11302,164.5545393,209
11303,159.5016611,209
11304,162.8453915,209
11305,158.3108572,209
11306,158.0395928,209
11307,161.8323877,209
11308,179.3503915,209
11309,166.5503915,209
11310,158.5148166,209
11311,138.7535751,209
11312,202.470317,209
11313,152.7553915,209
11314,160.5356057,209
11315,157.1486582,209
11316,136.2903915,209
11317,164.5303915,209
11318,131.6334178,209
11319,155.8103915,209
11320,166.6247746,209
11321,169.0853915,209
11322,161.6610847,209
11323,162.8103915,209
11324,176.2403915,209
11325,168.7253915,209
11326,162.8742988,209
11327,164.7346599,209
11328,160.2003915,209
11329,177.2253915,209
11330,163.0703915,209
11331,191.9253915,209
11332,139.8399482,209
11333,162.01379,209
11334,162.2803915,209
11335,172.6668836,209
11336,168.7203915,209
11337,163.0994036,209
11338,153.4253915,209
11339,160.3940383,209
11340,130.8996085,209
11341,172.4053915,209
11342,167.9503915,209
11343,180.7253915,209
11344,167.7840867,209
11345,163.130757,209
11346,169.6005861,209
11347,159.7127667,209
11348,165.8853915,209
11349,179.3853915,209
11350,153.2422261,209
11353,165.6316479,209
11354,144.6853915,209
11355,177.9503915,209
11356,184.2953915,209
11357,165.7503915,209
11358,142.9503915,209
11359,176.8203915,209
11360,173.5103915,209
11361,165.4253915,209
11362,175.4553915,209
11363,183.9003915,209
11364,175.8503915,209
11365,157.6553915,209
11366,179.3903915,209
11367,170.8703915,209
11368,190.7553915,209
11369,171.5453915,209
11370,169.5753915,209
11371,174.7503915,209
11372,190.0303915,209
11373,135.7403915,209
11374,167.2403915,209
11375,181.8153915,209
11376,215.0103915,209
11377,180.0353915,209
11378,164.9403915,209
11379,166.6353915,209
11380,158.8253915,209
11381,169.2053915,209
11382,131.3003915,209
11383,146.4403915,209
11384,163.7903915,209
11385,170.6303915,209
11386,167.5003915,209
11387,164.4953915,209
11388,161.7453915,209
11389,171.0953915,209
11390,190.5703915,209
11391,184.4453915,209
11392,160.6853915,209
11393,173.9803915,209
11394,151.5103915,209
11395,179.6903915,209
11396,165.7553915,209
11397,168.5753915,209
11398,171.0753915,209
11399,167.1353915,209
11400,170.4353915,209
11401,170.2553915,209
11402,175.7503915,209
11403,162.9253915,209
11404,160.0853915,209
11405,171.6253915,209
11406,168.8403915,209
11407,167.9503915,209
11408,168.1653915,209
11411,162.9753915,209
11412,164.750466,209
11413,154.3953915,209
11414,169.8553915,209
11415,168.4703915,209
11416,165.3803915,209
11417,146.1729788,209
11418,176.5203915,209
11419,160.8953915,209
11420,182.7453915,209
11421,159.3253915,209
11422,156.2753915,209
11423,167.4403915,209
11424,177.7703915,209
11425,122.5729788,209
11426,150.9203915,209
11427,179.2303915,209
11428,169.1603915,209
11429,172.7953915,209
11430,177.4153915,209
11431,143.3653915,209
11432,168.3853915,209
11433,163.3896085,209
11434,174.3803915,209
11435,170.2753915,209
11436,181.1853915,209
11437,160.2103915,209
11438,179.8303915,209
11439,156.0553915,209
11440,161.6253915,209
11441,152.2053915,209
11442,149.460466,209
11443,160.8803915,209
11444,146.3753915,209
11445,146.2203915,209
11446,178.760466,209
11447,164.4353915,209
11448,149.2903915,209
11449,166.3453915,209
11450,155.1303915,209
11451,171.8353915,209
11452,158.3503915,209
11453,154.5203915,209
11454,160.280317,209
11455,142.1553915,209
11456,172.1553915,209
11457,173.0103915,209
11458,164.8653915,209
11459,146.3353915,209
11460,190.2153915,209
11461,168.9703915,209
11462,174.1053915,209
11463,163.8853915,209
11464,140.9903915,209
11465,118.5703915,209
11466,159.0403915,209
11469,169.8903915,209
11470,189.2303915,209
11471,171.0803915,209
11472,209.2453915,209
11473,176.6403915,209
11474,164.9903915,209
11475,173.5203915,209
11476,159.6853915,209
11477,174.4253915,209
11478,189.2103915,209
11479,186.7853915,209
11480,155.9853915,209
11481,146.8003915,209
11482,192.7653915,209
11483,153.9829788,209
11484,179.4953915,209
11485,168.1753915,209
11486,169.1753915,209
11487,178.5953915,209
11488,168.7453915,209
11489,197.2753915,209
11490,177.9753915,209
11491,164.8753915,209
11492,171.950466,209
11493,150.8703915,209
11494,182.4453915,209
11495,158.7903915,209
11496,144.1353915,209
11497,177.7653915,209
11498,168.0203915,209
11499,197.7653915,209
11500,176.9203915,209
11501,152.1403915,209
11502,173.6003915,209
11503,174.7453915,209
11504,129.6853915,209
11505,159.6153915,209
11506,172.9953915,209
11507,173.2753915,209
11508,166.4503915,209
11509,154.840466,209
11510,159.9503915,209
11511,184.1553915,209
11512,164.0303915,209
11513,179.2153915,209
11514,184.9803915,209
11515,158.0503915,209
11516,159.5953915,209
11517,171.0203915,209
11518,127.9603915,209
11519,180.9853915,209
11520,164.4603915,209
11521,161.5953915,209
11522,160.7753915,209
11523,176.020466,209
11524,154.2453915,209
11525,169.3953915,209
11528,143.2130153,209
11529,142.3080505,209
11530,154.160234,209
11531,143.0865823,209
11532,161.3913879,209
11533,159.0229897,209
11534,142.368565,209
11535,142.9059526,209
11536,145.8102282,209
11537,158.82072,209
11538,148.2185093,209
11539,143.3206963,209
11540,149.2739592,209
11541,160.9243146,209
11542,156.4685137,209
11543,163.5829156,209
11544,130.7126576,209
11545,155.2593564,209
11546,137.6565542,209
11547,163.1885272,209
11548,151.4194048,209
11549,146.6192286,209
11550,164.4578525,209
11551,137.5707936,209
11552,151.5019277,209
11553,149.0584115,209
11554,154.19225,209
11555,140.1934244,209
11556,140.5261631,209
11557,138.6521833,209
11558,157.8063775,209
11559,144.6842511,209
11560,152.480597,209
11561,158.3081356,209
11562,146.9785044,209
11563,137.8108657,209
11564,141.7483781,209
11565,141.1173369,209
11566,148.8156713,209
11567,142.3756224,209
11568,156.4627491,209
11569,147.3081637,209
11570,143.3427051,209
11571,149.6124301,209
11572,163.9953915,209
11573,149.2081971,209
11574,159.0600931,209
11575,154.2899755,209
11576,155.4552081,209
11577,156.0629563,209
11578,151.9741059,209
11579,143.2956302,209
11580,149.0128101,209
11581,151.5176719,209
11582,142.616317,209
11583,151.4736674,209
11586,165.8816479,209
11587,185.4203915,209
11588,161.8653915,209
11589,181.1603915,209
11590,186.640317,209
11591,156.0553915,209
11592,173.2853915,209
11593,169.5503915,209
11594,178.0953915,209
11595,180.1353915,209
11596,166.8503915,209
11597,164.670317,209
11598,164.2653915,209
11599,156.6003915,209
11600,161.4403915,209
11601,173.3153915,209
11602,166.1053915,209
11603,169.0953915,209
11604,163.9553915,209
11605,168.5753915,209
11606,172.3853915,209
11607,178.7003915,209
11608,174.8353915,209
11609,183.2003915,209
11610,171.3953915,209
11611,174.4553915,209
11612,151.5053915,209
11613,171.2353915,209
11614,170.3703915,209
11615,172.6653915,209
11616,173.4903915,209
11617,173.5203915,209
11618,176.2853915,209
11619,166.6953915,209
11620,173.3803915,209
11621,162.6903915,209
11622,169.5803915,209
11623,173.2553915,209
11624,182.3553915,209
11625,192.5103915,209
11626,160.7453915,209
11627,157.2503915,209
11628,163.6603915,209
11629,158.1553915,209
11630,169.9353915,209
11631,193.6253915,209
11632,151.4403915,209
11633,183.9603915,209
11634,176.9403915,209
11635,160.2253915,209
11636,162.1803915,209
11637,170.3953915,209
11638,162.6203915,209
11639,160.5203915,209
11640,182.5016479,209
11641,168.4103915,209
11644,151.3353915,209
11645,178.1053915,209
11646,164.1453915,209
11647,156.8703915,209
11648,195.6253915,209
11649,193.5353915,209
11650,186.0103915,209
11651,159.3753915,209
11652,173.0153791,209
11653,161.0503915,209
11654,174.6553915,209
11655,168.8903915,209
11656,158.7803915,209
11657,150.3153915,209
11658,193.1203915,209
11659,198.6753915,209
11660,170.5103915,209
11661,156.9553915,209
11662,157.3003915,209
11663,177.4703915,209
11664,148.6303915,209
11665,167.2653915,209
11666,157.9603915,209
11667,142.7903915,209
11668,176.8953915,209
11669,155.1503915,209
11670,171.7003915,209
11671,171.2503915,209
11672,163.5653915,209
11673,157.3053915,209
11674,162.9053915,209
11675,161.0453915,209
11676,166.4203915,209
11677,174.4253915,209
11678,173.3103915,209
11679,167.8603915,209
11680,168.6503915,209
11681,185.9453915,209
11682,172.4953915,209
11683,165.8553915,209
11684,151.3853915,209
11685,165.7553915,209
11686,140.4653915,209
11687,165.7053915,209
11688,169.6703915,209
11689,185.3553915,209
11690,152.1703915,209
11691,168.7553915,209
11692,165.7953915,209
11693,181.4753915,209
11694,173.7653915,209
11695,163.7653915,209
11696,157.3703915,209
11697,132.3103915,209
11698,152.0053915,209
11699,178.9303915,209
11700,181.6703915,209
11701,156.2953915,209
11704,163.1241221,209
11705,160.3871246,209
11706,157.9251129,209
11707,173.0255045,209
11708,155.4681397,209
11709,172.5112463,209
11710,152.1716331,209
11711,150.4321471,209
11712,153.9028339,209
11713,159.3995144,209
11714,167.1379679,209
11715,164.6067374,209
11716,144.273032,209
11717,160.6419245,209
11718,176.1271754,209
11719,154.089465,209
11720,147.7583851,209
11721,169.7016479,209
11722,167.1329454,209
11723,142.815064,209
11724,166.7278352,209
11725,127.2316801,209
11726,139.7973793,209
11727,175.0671978,209
11728,152.7878478,209
11729,163.361622,209
11730,162.8076252,209
11731,150.6859494,209
11732,163.9638917,209
11733,156.9566851,209
11734,155.3734546,209
11735,149.1966479,209
11737,176.2631331,209
11738,156.0770269,209
11739,177.5030625,209
11740,168.5894675,209
11741,143.9164252,209
11742,140.7060031,209
11743,175.4617425,209
11744,166.3047596,209
11745,161.8821089,209
11746,157.0920678,209
11747,150.5960186,209
11748,163.0591659,209
11749,157.5809878,209
11750,170.114352,209
11751,175.2291712,209
11752,162.5113514,209
11755,173.3153915,209
11756,162.9553915,209
11757,153.4353915,209
11758,179.7853915,209
11759,158.3953915,209
11760,167.7803915,209
11761,178.8753915,209
11762,178.1053915,209
11763,171.3703915,209
11764,186.4503915,209
11765,160.2253915,209
11766,162.3153915,209
11767,186.5153915,209
11768,154.3203915,209
11769,169.6803915,209
11770,174.7403915,209
11771,173.3103915,209
11772,152.7016479,209
11773,165.7353915,209
11774,175.0953915,209
11775,160.8053915,209
11776,172.6603915,209
11777,170.4753915,209
11778,174.2453915,209
11779,168.1153915,209
11780,148.2103915,209
11781,180.7896085,209
11782,168.9503915,209
11783,179.8303915,209
11784,172.6153915,209
11785,152.8053915,209
11786,169.8453915,209
11787,183.2803915,209
11790,171.8103915,209
11791,179.4353915,209
11792,201.4403915,209
11793,185.6003915,209
11794,195.0803915,209
11795,138.7703915,209
11796,170.4903915,209
11797,158.4753915,209
11798,153.8653915,209
11799,179.9053915,209
11800,189.6203915,209
11801,166.2553915,209
11802,163.2903915,209
11803,153.1853915,209
11804,179.1653915,209
11805,176.4853915,209
11806,152.6753915,209
11807,214.1853915,209
11808,168.3703915,209
11809,184.8503915,209
11810,153.6753915,209
11811,187.1903915,209
11812,162.7003915,209
11813,165.4403915,209
11814,146.1766479,209
11815,172.2753915,209
11816,169.1153915,209
11817,189.3003915,209
11818,147.2403915,209
11819,167.8303915,209
11820,158.0703915,209
11821,155.8253915,209
11822,188.3953915,209
11823,162.8353915,209
11824,180.3253915,209
11825,151.4103915,209
11826,174.0853915,209
11827,181.6753915,209
11828,200.7803915,209
11829,173.8303915,209
11830,164.6703915,209
11831,163.5653915,209
11832,157.4403915,209
11833,149.0353915,209
11834,186.4253915,209
11835,169.0703915,209
11836,184.3753915,209
11837,200.0003915,209
11838,172.6803915,209
11839,155.9253915,209
11840,166.2603915,209
11841,169.6053915,209
11842,208.4053915,209
11843,167.0303915,209
11844,169.6153915,209
11845,148.0303915,209
11848,175.710466,209
11849,153.5703915,209
11850,187.5503915,209
11851,179.5453915,209
11852,179.110466,209
11853,168.8803915,209
11854,187.0703915,209
11855,185.8853915,209
11856,190.6203915,209
11857,168.3103915,209
11858,171.7303915,209
11859,183.0103915,209
11860,169.3203915,209
11861,177.7453915,209
11862,184.3403915,209
11863,204.6553915,209
11864,152.9203915,209
11865,131.4603915,209
11866,176.2103915,209
11867,162.7553915,209
11868,176.8353915,209
11869,158.3953915,209
11870,156.1253915,209
11871,140.4053915,209
11872,170.8003915,209
11873,178.9253915,209
11874,169.2603915,209
11875,179.4553915,209
11876,202.8853915,209
11877,179.5103915,209
11878,173.3253915,209
11879,179.6803915,209
11880,196.6553915,209
11881,172.0816479,209
11882,189.7753915,209
11883,169.5653915,209
11884,184.4153915,209
11885,192.6553915,209
11886,172.0103915,209
11887,187.1753915,209
11888,188.9903915,209
11889,166.7653915,209
11890,179.5803915,209
11891,191.1703915,209
11892,188.8403915,209
11893,184.1903915,209
11894,192.1553915,209
11895,175.6853915,209
11896,166.4853915,209
11897,176.7553915,209
11898,162.2853915,209
11899,195.9153915,209
11900,178.4553915,209
11901,177.8153915,209
11902,142.2216479,209
11903,168.6553915,209
11906,141.1853915,209
11907,169.6753915,209
11908,176.7353915,209
11909,149.8266479,209
11910,208.1253915,209
11911,159.9753915,209
11912,158.3703915,209
11913,193.1903915,209
11914,157.6653915,209
11915,171.7453915,209
11916,178.4303915,209
11917,179.0703915,209
11918,157.3153915,209
11919,180.9953915,209
11920,165.6503915,209
11921,172.2153915,209
11922,144.5803915,209
11923,186.5553915,209
11924,193.7153915,209
11925,197.5203915,209
11926,174.9203915,209
11927,178.6403915,209
11928,153.2153915,209
11929,205.190466,209
11930,176.2653915,209
11931,155.1453915,209
11932,167.5003915,209
11933,194.7803915,209
11934,178.2403915,209
11935,172.2653915,209
11936,173.2803915,209
11937,160.2153915,209
11938,149.8103915,209
11939,178.2753915,209
11940,178.7053915,209
11941,153.8653915,209
11942,165.3553915,209
11943,163.9003915,209
11944,162.1153915,209
11945,148.2003915,209
11946,173.7803915,209
11947,154.9203915,209
11948,165.9853915,209
11949,160.1116479,209
11950,172.1003915,209
11951,174.6003915,209
11952,148.9153915,209
11953,184.2553915,209
11954,201.170466,209
11955,170.0003915,209
11956,169.5003915,209
11957,163.3203915,209
11958,170.3653915,209
11959,144.6803915,209
11960,174.7953915,209
11961,195.4553915,209
11964,185.1953915,209
11965,178.3103915,209
11966,183.4503915,209
11967,180.7053915,209
11968,158.3603915,209
11969,200.1603915,209
11970,176.5003915,209
11971,188.5703915,209
11972,183.4303915,209
11973,146.7803915,209
11974,180.1603915,209
11975,176.6303915,209
11976,145.9303915,209
11977,179.6153915,209
11978,163.0253915,209
11979,173.3403915,209
11980,185.9253915,209
11981,174.7253915,209
11982,176.5503915,209
11983,165.5003915,209
11984,176.9003915,209
11985,153.7603915,209
11986,163.3103915,209
11987,188.6253915,209
11988,185.3753915,209
11989,166.6503915,209
11990,171.9103915,209
11991,194.2503915,209
11992,180.6703915,209
11993,179.4303915,209
11994,156.4753915,209
11995,175.7603915,209
11996,179.0703915,209
11997,182.1053915,209
11998,177.2703915,209
11999,191.4753915,209
12000,121.5903915,209
